text,probability
ปรึกษาหาวิธี ควรจะส่งเรื่องไปขอที่ไหนหรอ? คือวันนี้เราสอบ เราใส่ชุดนศ ชายไป เราเป็นทอมก็แต่งตังผช ตัดผมสั้นตลอดอ่ะ คนคุ้มสอบบอกควรหลังอย่าใส่มาอีก คือเราควรทำไงดี มันมีทั้งคนที่ให้เข้า โดยไม่บอกอะไร ไม่ให้เข้าตั้งแต่แรก และให้เข้าแต่มาบอกทีหลังแบบนี้ กะเทยที่แต่งหญิงเจอปัญหาแบบนี้ไหม? เราควรทำยังไง เราต้องการแต่งชุดผช,0.9458
แอบชอบรุ่นพี่ ทำไงดีครับ,0.9458
จะพาคุณแม่ไปพระเมรุมาศครับ ควรไปช่วงเช้ากี่โมงดีครับ แม่ผมอายุเยอะแล้วกลัวเป็นลมครับ และไปลงจุดคัดกรองตรงประตูอะไรดีครับ,0.9458
อยากกินกุ้งแช่น้ำปลา มีที่ไหนใกล้ ๆ มอไหม อยากมาก....,0.9458
ตอนนี้พุทธมณฑลคนเยอะไหมค่ะ ยังพอเดินทางหรือหาจุดจอดรถได้ตรงจุดไหนบ้างค่ะ,0.9458
ผู้ชายที่มีคนคุยแล้วไปร้านเหล้า แล้วฟอลไอจีผญหลายคนในเวลาเดียวกัน มันน่าสงสัยมั้ย หรือปกติ,0.9459
สอบถามรถshuttle bus ที่สายใต้ใหม่ค่ะ ยังให้บริการอยู่ไหมค่ะ แล้วจุดที่ขึ้นรถอยู่ตรงส่วนไหนคะ,0.9459
เบื่อแล้ววิศวะอยากซิ่วไปเรียนกายภาพ555555,0.9459
ที่ไหน?,0.9459
มีร้านหมอตาที่ทำคอนแทคเลนส์ไหมครับบใกล้ๆมอ,0.946
มีคลินิกแถวเชียงราก1มั้ยอะ เราขกไปรพ.ธรรมศาสตร์,0.946
อยากได้คนที่ชอบเป็นแฟนนี่ต้องทำยังงัย 😢,0.946
แถวมอมีร้านไหนขายปลาหมึกย่างไหม อยากมากกก,0.946
อยากเพิ่งเบื่อเราได้มั้ย,0.946
จู่ๆก้เป็นสิวหัวไตต ขึ้นมาที 3 เม็ด เบ้อเริ่มเลยย แอบเจ็บอยู่เวลาไปโดน ใครมีวิธีรักษายังไงบ้าง เฮลมีพลีสส,0.946
จะหาซื้อปลั๊กต่อยาวเกิน7-8เมตรได้ที่ไหนบ้างคะ รบกวนชี้เป้าหน่อยค่า,0.9461
มธ.นี่ยังเหลือผู้ชายแท้ๆที่โสดมั้ยคะ หาไม่เจอสักที,0.9461
"สอบถามค่ะ  แบบนี้คือเครื่องค้างรึเปล่าคะ
คนแก หัดเล่น โซน",0.9461
ถ้าคืนหนังสือจากห้องสมุดป๋วยช้า จะเป็นอะไรมั้ยคะ,0.9461
จากลาดพร้าวไปสนามหลวง  รถเมล์สายไหนวิ่งถึงบ้างคะ,0.9461
ช่วงสอบนี้ป๋วยเปิดถึงกี่โมงค้า แงงง,0.9461
แถวม.มีร้านขายรองเท้าไหม อยากได้รองเท้าคัชชูสีดำ มีส้นหัวตัดใช้ในงานไหว้ครูอ่ะ ยังไม่ได้ซื้อเลย,0.9461
กลัดกระดุมกางเกงไม่ได้ทำไงดี,0.9461
ตอนนี้ที่ไบเทคบางนามีที่จอดรถไหมค่ะ,0.9461
ไม่อยากรู้คะแนนสอบ...................,0.9461
จากเกษตรนวมินทร์ไปสนามหลวงมีรถเมย์สายไหนบ้างค่ะ,0.9461
สนใจมาเปนแฟนเราไม,0.9461
"แล้วเรามีสิทธิ์ทักไปเฉยๆมั้ยอะ?
🐱",0.9461
อยากจีบหนุ่มมช.ทำไงคะ 😁😁,0.9461
มันมีไหมคะ คนที่ชอบติดเศร้า เวลาดูหนังฟังเพลง อยากอินก็อิน พอร้องไห้แล้วรู้สึกชอบ มันเกิดจากอะไรคะ เราโดนบอกเลิกเพราะเขาก็ไม่รู้ว่าตัวเองเป็นไรเหมือนกัน,0.9462
อยากกินติ่มซำอ่ะ  แถวมอมีมั้ย,0.9462
"ช่วงสอบเป็นไรที่แบบ
สิวขึ้นอ้ะ ขึ้นคิ้วววว
เจ็บบบ เขียนคิ้วไม่ได้
คิ้วแหว่งงงงง
โวยวายได้มั้ยยย",0.9462
เข้ามหาลัยนี่หาแฟนกันยังไงถามจริ้งงงง,0.9462
